Project,Segment,ClassName,CBO,DIT,ILCOM,LOC,LOD,NOM
LEGISLATOR,3,DatabaseHelper,1,0,0,21,1,2
LEGISLATOR,3,Subcommittee,0,0,0,36,1,6
LEGISLATOR,3,Committee,1,0,0,47,1,8
LEGISLATOR,3,MyLegislator,12,0,2,358,0.95,19
LEGISLATOR,3,Term,7,0,1,79,0.75,3
LEGISLATOR,3,Base64Coder,0,0,2,143,0,6
REALLY-SIMPLE-XML,4,ElementImpl,3,1,1,71,1,6
REALLY-SIMPLE-XML,4,ReallySimpleXmlTest,3,0,0,82,1,5
REALLY-SIMPLE-XML,4,Element,1,0,0,8,1,6
REALLY-SIMPLE-XML,4,Value,0,0,0,8,1,6
REALLY-SIMPLE-XML,4,ReallySimpleXml,1,0,0,3,1,1
REALLY-SIMPLE-XML,4,ReallySimpleXmlException,0,0,0,5,1,0
REALLY-SIMPLE-XML,4,ValueImpl,2,1,1,41,1,6
REALLY-SIMPLE-XML,4,ReallySimpleXmlImpl,4,1,0,14,1,1
DONUT,4,testStabilize_Alone,4,0,1,19,1,18
DONUT,4,DonutPeer,2,0,1,33,0.6666666667,2
DONUT,4,DonutInMemoryHashTableService,2,1,0,3,1,4
DONUT,4,testPut,2,0,0,10,1,2
DONUT,4,AbstractRunAtInterval,0,0,1,34,1,3
DONUT,4,DonutClient,5,0,2,214,0.3333333333,8
DONUT,4,DonutHashTableService,0,0,0,16,0.8,4
DONUT,4,DonutServer,1,0,1,29,0.6666666667,2
DONUT,4,RetryFailedException,0,0,0,23,0,0
DONUT,4,testNotify_IsPredecessor,11,0,1,22,1,19
DONUT,4,DonutHashRequestService,4,0,1,73,0.8,4
DONUT,4,DonutTestRunner,7,0,1,121,0.5,9
DONUT,4,LocatorClientFactory,1,0,0,10,0.6666666667,2
DONUT,4,AbstractRetriable,1,0,1,34,1,4
DONUT,4,DonutTestCase,1,1,0,13,0.6666666667,2
DONUT,4,DonutModule,7,0,6,101,0.9333333333,14
DONUT,4,DonutLeaveClosure,3,1,1,29,0.5,1
DONUT,4,DonutJoinClosure,2,1,1,30,0.5,1
DONUT,4,RequestModule,4,0,1,26,0.5,1
DONUT,4,DonutJoinLeaveTest,3,0,1,699,0.9230769231,12
DONUT,4,DonutClosure,1,0,0,16,0,1
DONUT,4,DonutHashRequestServiceTest,4,0,1,85,0.8333333333,5
DONUT,4,ServerModule,4,0,1,25,0.5,1
DONUT,4,testTNodeListToString,1,0,0,14,1,8
DONUT,4,DonutServiceReplicationTest,4,0,0,72,0.6666666667,2
DONUT,4,Node,1,0,0,248,0.68,24
DONUT,4,TRequestServerProcessorProvider,0,0,0,12,1,1
DONUT,4,DonutEvent,6,0,3,69,0.6,9
DONUT,4,TKeyLocatorProcessorProvider,0,0,0,12,1,1
DONUT,4,TServerProvider,0,0,1,14,1,1
DONUT,4,Providers,0,0,0,47,0,0
DONUT,4,NodeLocator,5,0,1,201,0.9333333333,14
DONUT,4,KeyIdUtilTest,1,0,0,66,0.9,9
DONUT,4,Donut,7,0,0,25,0.5,1
DONUT,4,KeyIdUtil,0,0,0,57,0.25,3
DONUT,4,DonutJoinNewClosure,3,1,1,26,1,1
HADOOP-SCRIPTING,4,ChainUp,2,0,0,76,1,1
HADOOP-SCRIPTING,4,Reduce,0,0,0,23,1,1
HADOOP-SCRIPTING,4,MarkovChains,1,0,0,25,0.8,4
HADOOP-SCRIPTING,4,Map,0,0,0,28,1,1
BEENO,4,ComplexEntity,3,0,1,50,0.9,9
BEENO,4,DateTime,2,0,6,290,1,22
BEENO,4,HDataTypes,0,0,1,1655,1,2
BEENO,4,QueryStrategy,1,0,0,9,0.5,1
BEENO,4,Query,11,0,1,193,0.4375,15
BEENO,4,SimpleEntity,3,0,1,80,0.9285714286,13
BEENO,4,TestEntities,0,0,0,231,0,0
BEENO,4,EntityService,13,0,2,635,0.1851851852,26
BEENO,4,EntityInfo,7,0,4,162,0.8181818182,21
BEENO,4,CompoundExpression,4,1,1,49,1,5
BEENO,4,StringList,2,0,3,279,1,21
BEENO,4,ScanNoIndex,5,1,1,45,1,1
BEENO,4,RequireExpression,6,1,1,37,1,5
BEENO,4,WhileMatchFilter,0,0,1,63,0.8888888889,8
BEENO,4,Builder,9,0,1,401,1,54
BEENO,4,BasicOrmPersistanceTest,7,0,1,112,1,7
BEENO,4,IndexKeyFactory,0,0,0,4,1,1
BEENO,4,PropertyComparison,9,2,1,35,1,2
BEENO,4,HUtil,2,0,2,265,0.6153846154,12
BEENO,4,DateSortedKeyGenerator,3,0,1,53,0.25,3
BEENO,4,PropertyExpression,2,1,1,33,1,5
BEENO,4,Expression,2,0,0,10,1,2
BEENO,4,MappingException,1,1,1,25,1,1
BEENO,4,Builder,2,0,1,157,1,20
BEENO,4,MapField,2,1,1,26,0.5,1
BEENO,4,Criteria,7,0,2,257,0.9166666667,11
BEENO,4,IndexScannerWrapper,3,0,1,103,1,4
BEENO,4,ColumnMatchFilter,1,0,1,200,0.9,9
BEENO,4,FieldMapping,3,0,4,34,0.8571428571,6
BEENO,4,EntityUpdate,0,0,0,8,0.5,1
BEENO,4,ListField,2,1,1,21,0.5,1
BEENO,4,ModKeyFactory,6,2,1,25,0.5,1
BEENO,4,DefaultKeyFactory,7,1,0,30,1,1
BEENO,4,PBUtil,10,0,1,207,0.9285714286,13
BEENO,4,SimpleEntity,4,0,7,56,0.9333333333,14
BEENO,4,IndexMapping,6,0,7,39,0.875,7
BEENO,4,JavaEnum,2,0,5,291,1,22
BEENO,4,ScanByIndex,16,1,1,283,0.6666666667,5
BEENO,4,TestPool,1,0,1,73,0.75,3
BEENO,4,HField,6,0,20,695,1,36
BEENO,4,EntityIndexer,10,0,2,211,0.5714285714,6
BEENO,4,IndexedEntity,4,0,1,57,0.9,9
BEENO,4,Builder,2,0,1,157,1,20
BEENO,4,DupeFieldEntity,3,0,3,13,1,3
BEENO,4,EntityMetadata,6,0,3,172,0.2857142857,6
BEENO,4,DupeKeyEntity,2,0,2,10,1,2
BEENO,4,NoKeyEntity,2,0,1,8,1,2
BEENO,4,IOUtil,1,0,1,172,0.75,11
BEENO,4,QueryOpts,1,0,2,71,1,12
BEENO,4,HCol,0,0,2,24,1,3
BEENO,4,HBaseException,0,0,0,22,1,0
BEENO,4,Builder,2,0,1,155,1,19
BEENO,4,QueryException,1,1,0,22,1,0
SHOWTIME,4,MediaScannerActivity,0,0,0,48,0.3333333333,2
SHOWTIME,4,Showtime,0,0,1,14,1,2
SHOWTIME,4,PlayerPanel,1,0,1,95,0.9090909091,10
SHOWTIME,4,MediaList,4,0,2,142,0.9166666667,11
SHOWTIME,4,Preferences,0,0,0,5,1,0
SHOWTIME,4,SettingsActivity,1,0,0,21,0.6666666667,2
DOOGAL,4,UpdateListenerSet,1,0,1,34,0.8,4
DOOGAL,4,UnaryPredicate,1,0,0,2,1,0
DOOGAL,4,Monitor,0,0,0,11,0,0
DOOGAL,4,UpdateListener,0,0,0,3,1,1
DOOGAL,4,Repo,0,0,1,112,1,9
DOOGAL,4,ExitException,1,1,0,7,1,0
DOOGAL,4,Selector,4,1,2,78,0.8571428571,6
DOOGAL,4,BinaryPredicate,1,0,0,2,1,0
DOOGAL,4,BinaryFunction,0,0,0,3,1,1
DOOGAL,4,UnaryFunction,0,0,0,3,1,1
DOOGAL,4,Queue,5,0,0,41,1,3
DOOGAL,4,CycleTest,0,0,2,82,1,7
DOOGAL,4,SyncDoogal,19,2,2,331,1,11
DOOGAL,4,Console,18,2,2,187,1,13
DOOGAL,4,LastRefreshView,10,4,1,82,1,14
DOOGAL,4,Functional,3,0,0,147,0.1111111111,8
DOOGAL,4,Import,4,0,0,38,1,2
DOOGAL,4,History,0,0,1,35,1,4
DOOGAL,4,Constants,0,0,0,8,1,0
DOOGAL,4,AbstractView,6,3,2,53,1,6
DOOGAL,4,ListReference,0,0,1,17,1,2
DOOGAL,4,WrapException,0,0,0,7,1,0
DOOGAL,4,Model,22,1,2,846,1,32
DOOGAL,4,Main,24,2,2,415,1,13
DOOGAL,4,ObjectBroker,0,0,0,12,0.6666666667,2
DOOGAL,4,ObjectRepository,2,1,0,8,1,3
DOOGAL,4,FirstPredicate,1,0,1,8,1,1
DOOGAL,4,Utility,4,0,0,291,1,25
DOOGAL,4,NoSuchObjectBroker,3,1,0,16,0.6666666667,2
DOOGAL,4,Utility,0,0,0,10,1,1
DOOGAL,4,NoSuchObjectException,0,0,0,11,1,0
DOOGAL,4,PrintView,6,4,1,68,1,6
DOOGAL,4,Tidy,5,0,0,79,1,6
DOOGAL,4,RefreshView,2,3,0,6,1,2
DOOGAL,4,View,5,2,0,16,1,7
DOOGAL,4,TablePanel,5,3,2,136,1,8
DOOGAL,4,Mailboxes,8,1,1,53,1,8
DOOGAL,4,PrintController,3,1,2,21,1,2
DOOGAL,4,Pager,1,1,0,7,1,3
DOOGAL,4,Main,14,0,0,52,1,1
DOOGAL,4,HtmlPage,0,0,3,24,1,3
DOOGAL,4,Outbox,3,0,0,31,0.75,3
DOOGAL,4,FileStats,0,0,1,16,1,1
DOOGAL,4,Interpreter,1,0,0,12,0.6666666667,2
DOOGAL,4,Constants,0,0,0,17,1,0
DOOGAL,4,AbstractBuiltin,2,1,0,13,1,3
DOOGAL,4,Command,1,0,0,9,1,4
DOOGAL,4,SearchTable,9,3,1,125,1,8
DOOGAL,4,AbstractAlias,2,1,0,13,1,3
DOOGAL,4,AsyncDoogal,3,2,1,130,1,9
DOOGAL,4,ViewActor,4,1,1,27,1,1
DOOGAL,4,Summary,1,0,2,62,1,5
DOOGAL,4,Controller,0,0,0,5,1,2
DOOGAL,4,SwingUtil,2,0,0,133,1,8
DOOGAL,4,Shellwords,2,0,1,109,1,7
DOOGAL,4,Mailbox,12,1,2,105,1,10
DOOGAL,4,NotesActor,6,2,0,37,1,3
DOOGAL,4,Delete,3,0,0,25,1,1
DOOGAL,4,Peek,8,0,0,45,1,1
DOOGAL,4,Main,5,0,0,29,1,1
DOOGAL,4,Destroyable,0,0,0,10,0.5,1
DOOGAL,4,BinaryPredicate,0,0,0,3,1,1
DOOGAL,4,IdentityMap,0,0,1,43,1,6
DOOGAL,4,CommandPanel,4,0,1,56,1,1
DOOGAL,4,Index,3,0,0,26,1,2
DOOGAL,4,FileUtil,0,0,0,15,1,2
DOOGAL,4,UnaryPredicate,0,0,0,3,1,1
DOOGAL,4,Accessor,0,0,0,7,1,3
DOOGAL,4,Environment,7,0,6,185,1,15
DOOGAL,4,StandardLog,0,0,7,155,1,22
DOOGAL,4,Interpreter,0,0,0,6,1,2
DOOGAL,4,AbstractInterpreter,3,1,1,112,0.8333333333,5
DOOGAL,4,Functional,1,0,0,46,1,5
DOOGAL,4,SharedState,4,0,5,111,1,23
DOOGAL,4,Archive,3,0,0,42,1,1
DOOGAL,4,Size,0,0,1,50,1,6
DOOGAL,4,Message,1,0,3,41,0.75,3
DOOGAL,4,Pair,0,0,1,46,1,6
DOOGAL,4,WriteOnce,0,0,1,20,1,3
DOOGAL,4,TabButton,1,0,0,54,1,3
DOOGAL,4,EvalException,0,0,0,11,1,0
DOOGAL,4,TabPanel,1,0,0,110,1,0
DOOGAL,4,Recent,5,0,1,44,1,4
DOOGAL,4,Outboxes,4,0,1,43,1,6
DOOGAL,4,TextAreaStream,1,0,2,62,1,4
DOOGAL,4,Messages,2,0,0,37,1,2
DOOGAL,4,ViewPanel,2,2,0,8,1,3
DOOGAL,4,TableUtil,2,0,0,72,1,2
DOOGAL,4,New,5,0,0,43,1,2
DOOGAL,4,Rfc822,1,0,0,103,1,6
DOOGAL,4,MessageFunction,4,0,0,4,1,1
DOOGAL,4,Inbox,1,0,0,6,1,2
DOOGAL,4,Selection,1,0,2,21,1,3
DOOGAL,4,TableAdapter,3,0,2,58,1,10
DOOGAL,4,AbstractTable,4,2,0,66,1,5
DOOGAL,4,GregorianDate,2,0,2,142,1,23
DOOGAL,4,DocumentTable,2,2,0,6,1,2
DOOGAL,4,ListTable,2,2,3,39,1,7
DOOGAL,4,Sync,2,0,2,111,1,9
DOOGAL,4,FutureValue,2,0,1,163,0.875,7
DOOGAL,4,SummaryTable,3,3,1,32,1,6
DOOGAL,4,HeaderSink,0,0,1,555,0.992,124
DOOGAL,4,Julian,0,0,1,89,0.7142857143,6
DOOGAL,4,PlainParser,0,0,0,26,1,1
DOOGAL,4,Publish,7,0,0,121,1,6
DOOGAL,4,Pair,0,0,0,9,1,0
DOOGAL,4,PairTable,3,2,3,74,1,8
DOOGAL,4,SimpleObjectRepository,4,2,1,37,1,6
DOOGAL,4,PromptDoogal,6,2,1,78,1,9
DOOGAL,4,Table,2,1,0,13,1,6
DOOGAL,4,ScheduledExecutor,2,1,1,101,0.9473684211,18
DOOGAL,4,Open,6,0,0,43,1,1
DOOGAL,4,ArrayTable,2,2,3,39,1,7
DOOGAL,4,ThreadConfined,0,0,1,14,1,1
DOOGAL,4,ActorPool,8,1,1,79,0.8333333333,5
DOOGAL,4,Doogal,4,1,0,14,1,6
DOOGAL,4,ConcurrentUtil,0,0,1,31,0.6666666667,2
DOOGAL,4,HtmlPanel,7,3,3,245,1,13
DOOGAL,4,Actor,1,0,0,19,0.5,1
DOOGAL,4,ActorFactory,2,0,0,22,0.5,1
LAST-WEEK,4,VerticalFancyPaginator,0,0,0,147,1,0
LAST-WEEK,4,BasePage,2,0,0,34,1,1
LAST-WEEK,4,ModifiedClassifiedAdTO,1,0,7,99,1,14
LAST-WEEK,4,CaptchaForm,1,0,1,35,1,1
LAST-WEEK,4,ExpiringAdsNotifierJob,4,1,1,42,1,1
LAST-WEEK,4,CaptchaPanel,1,0,1,71,1,3
LAST-WEEK,4,PageParametersNaming,0,0,0,17,1,0
LAST-WEEK,4,FilterParameters,0,0,4,44,1,8
LAST-WEEK,4,LoadableCategoriesListModel,2,0,0,10,1,1
LAST-WEEK,4,BadWordsValidator,3,0,1,17,1,1
LAST-WEEK,4,EbayAd,0,0,9,56,1,9
LAST-WEEK,4,ClassifiedAdExtractorJob,5,1,0,30,1,1
LAST-WEEK,4,JQueryTextEditor,0,0,1,55,1,3
LAST-WEEK,4,LoadableSubcategoriesListModel,2,0,1,21,1,1
LAST-WEEK,4,SearchForm,2,0,1,28,1,1
LAST-WEEK,4,SearchBox,1,0,0,37,1,0
LAST-WEEK,4,EbayAdAdapter,3,0,1,49,1,1
LAST-WEEK,4,NewClassifiedAdCheckPage,6,3,0,65,1,0
LAST-WEEK,4,MailServiceImpl,4,1,6,143,1,12
LAST-WEEK,4,LoadableProvincesListModel,2,0,0,13,1,1
LAST-WEEK,4,ImageFileResource,0,0,1,19,1,2
LAST-WEEK,4,JavaScriptAlertConfirmBehaviour,0,0,1,58,0.6666666667,2
LAST-WEEK,4,CommonNamingValues,1,0,1,14,1,1
LAST-WEEK,4,UserData,1,0,6,50,1,12
LAST-WEEK,4,NewClassifiedAdPage,2,2,0,12,1,0
LAST-WEEK,4,ImageFileListView,0,0,0,54,1,1
LAST-WEEK,4,InternalErrorException,0,0,0,21,1,0
LAST-WEEK,4,ImageFileListViewPanel,1,0,0,78,1,0
LAST-WEEK,4,OperationException,0,0,0,22,1,0
LAST-WEEK,4,UploadForm,1,0,0,33,1,1
LAST-WEEK,4,MailService,1,0,0,12,1,5
LAST-WEEK,4,LastweekApplication,8,0,4,103,1,10
LAST-WEEK,4,Province,1,0,4,37,1,8
LAST-WEEK,4,UploadIFrame,1,0,0,79,0.5,3
LAST-WEEK,4,FilterResultsPage,13,2,0,231,1,2
LAST-WEEK,4,BadWordFoundException,1,1,1,21,1,2
LAST-WEEK,4,NewExternalClassifiedAdTO,3,0,13,163,1,26
LAST-WEEK,4,IncorrectLoginException,1,1,0,10,1,0
LAST-WEEK,4,ViewUtils,0,0,1,46,1,4
LAST-WEEK,4,DateUtils,0,0,0,9,1,1
LAST-WEEK,4,SubcategoryPanel,0,0,1,68,1,1
LAST-WEEK,4,OnUploadedBehavior,1,0,0,13,1,2
LAST-WEEK,4,ImageFileResource,0,0,1,19,1,2
LAST-WEEK,4,AuthenticatedUserData,0,0,2,25,1,2
LAST-WEEK,4,NewUserDataTO,1,0,4,53,1,8
LAST-WEEK,4,EbayExtractorServiceImpl,4,1,1,27,1,3
LAST-WEEK,4,ResourceUtils,0,0,0,62,0,4
LAST-WEEK,4,SubcategoryFilterFactory,0,0,1,22,1,3
LAST-WEEK,4,JQueryImagegallery,0,0,0,58,1,0
LAST-WEEK,4,ImageEntry,0,0,3,29,1,6
LAST-WEEK,4,CategoryPanel,1,0,0,67,1,0
LAST-WEEK,4,EbayExtractorService,1,0,0,9,1,3
LAST-WEEK,4,UploadPanel,1,0,1,105,0.3333333333,5
LAST-WEEK,4,NewClassifiedAdCategoryPage,4,3,0,154,1,0
LAST-WEEK,4,ImageServiceImpl,3,1,3,163,1,13
LAST-WEEK,4,UrlNaming,0,0,0,61,1,0
LAST-WEEK,4,DateFilterFactory,0,0,1,26,1,3
LAST-WEEK,4,DomHelper,0,0,0,7,1,1
LAST-WEEK,4,ClassifiedAdRepository,2,0,2,129,1,7
LAST-WEEK,4,LastweekSession,3,0,3,71,1,10
LAST-WEEK,4,CreateNewAdPropagandaPanel,0,0,0,20,1,0
LAST-WEEK,4,FilterParametersPanel,6,0,0,83,1,1
LAST-WEEK,4,ContactForm,5,0,1,36,1,1
LAST-WEEK,4,ProvinceFilterFactory,0,0,1,22,1,3
LAST-WEEK,4,ImageService,1,0,0,25,1,9
LAST-WEEK,4,ContactPanel,1,0,0,49,1,0
LAST-WEEK,4,FavoritesPropagandaPanel,1,0,0,19,1,0
LAST-WEEK,4,EbayAnunciosProvinceExtractor,3,1,0,64,1,7
LAST-WEEK,4,NewClassifiedAdAndUserDataTO,2,0,15,146,1,30
LAST-WEEK,4,StateFilter,0,0,0,14,1,1
LAST-WEEK,4,ClassifiedAdModel,2,0,1,14,1,1
LAST-WEEK,4,ImageFileResource,0,0,1,20,1,2
LAST-WEEK,4,UserDataForm,3,0,0,39,1,0
LAST-WEEK,4,MainPage,8,2,0,79,1,0
LAST-WEEK,4,ClassifiedAdImagePanel,0,0,0,40,1,0
LAST-WEEK,4,CategoryFilterFactory,0,0,1,22,1,3
LAST-WEEK,4,NewClassifiedAdUserDataPage,3,3,0,68,1,0
LAST-WEEK,4,FilterCalssifiedAdsProvider,5,0,1,52,1,4
LAST-WEEK,4,EbayPisosProvinceExtractor,3,1,0,70,1,8
LAST-WEEK,4,CalendarBridge,0,0,1,25,1,2
LAST-WEEK,4,RecommendedClassifiedAdsListPanel,4,0,2,76,1,4
LAST-WEEK,4,ClassifiedAdsServiceImpl,9,1,1,101,1,8
LAST-WEEK,4,ClassifiedAdsListPanel,3,0,0,111,1,0
LAST-WEEK,4,SendFavoritesMailForm,4,0,1,31,1,1
LAST-WEEK,4,DescriptionForm,7,0,1,36,1,1
LAST-WEEK,4,ClassifiedAd,10,0,16,167,1,33
LAST-WEEK,4,LoadableFavoritesModel,3,0,0,17,1,1
LAST-WEEK,4,NewClassifiedAdTO,5,0,14,157,1,28
LAST-WEEK,4,FileListDiv,0,0,0,11,1,0
LAST-WEEK,4,ClassifiedAdsService,4,0,0,19,1,8
LAST-WEEK,4,SpanishAnalyzer,0,0,0,362,1,0
LAST-WEEK,4,NewClassifiedAdDescriptionPage,6,3,0,107,1,0
LAST-WEEK,4,FavoriteClassifiedAdsPage,4,2,0,107,1,0
LAST-WEEK,4,ClassifiedAdDetailPanel,12,0,0,152,1,0
LAST-WEEK,4,ClassifiedAdDetailPage,7,2,0,32,1,0
LAST-WEEK,4,AaaServiceImpl,3,1,0,26,1,1
LAST-WEEK,4,Filter,0,0,4,50,1,8
LAST-WEEK,4,BadWordsFilter,1,0,1,29,0.5,1
LAST-WEEK,4,AaaService,2,0,0,6,1,1
LAST-WEEK,4,Category,2,0,4,37,1,8
LAST-WEEK,4,BaseSearchPage,2,1,0,23,1,0
LAST-WEEK,4,ApplicationContextAwareQuartzJobBean,1,0,1,20,1,1
LAST-WEEK,4,StandardPage,1,1,0,21,1,0
LAST-WEEK,4,Subcategory,2,0,4,41,1,8
LAST-WEEK,4,EbayProvinceExtractor,4,0,3,217,1,24
LAST-WEEK,4,NewClassifiedAdProvincePage,3,3,0,42,1,0
PGOVM,5,ExampleActivator,0,0,0,36,0.25,3
PGOVM,5,VendingMachineScalaTests,0,0,0,376,1,28
PGOVM,5,VendingMachineController,0,0,0,62,1,7
PGOVM,5,VendingMachineClojureTests,0,0,0,375,1,28
PGOVM,5,VendingMachineGroovyTests,0,0,0,376,1,28
PGOVM,5,VendingMachineClojureTests,0,0,0,358,1,27
PGOVM,5,VendingMachineJavaTests,0,0,0,375,1,28
PGOVM,5,VendingMachineJRubyTests,0,0,0,376,1,3
PGOVM,5,ExampleActivator,1,0,0,34,0,2
PGOVM,5,ExampleActivator,0,0,0,34,0,2
PGOVM,5,ExampleActivator,0,0,0,34,0,2
PGOVM,5,ExampleActivator,0,0,0,34,0,2
PGOVM,5,VendingMachine,1,0,0,11,1,9
PGOVM,5,VendingMachineJRubyImpl,1,1,0,20,1,1
JTALKER,5,Word,3,0,1,93,0.7777777778,8
JTALKER,5,MorphologyAnalyzerTest,3,0,1,28,1,1
JTALKER,5,StringUtils,0,0,0,10,1,2
JTALKER,5,DatabaseIntegrityViolationException,1,2,0,21,1,0
JTALKER,5,AbstractAotDao,5,0,0,165,1,5
JTALKER,5,StringLengthComparator,0,0,1,24,1,1
JTALKER,5,AppTest,1,0,0,12,0.5,1
JTALKER,5,SyntacticException,0,0,0,20,1,0
JTALKER,5,AotInMemoryDao,7,1,1,336,1,3
JTALKER,5,AotHeuristicAnalizer,5,1,3,53,0.4,4
JTALKER,5,SyntacticAnalyzerQueue,4,1,1,20,1,2
JTALKER,5,SyntacticAnalyzerTest,6,0,1,28,1,1
JTALKER,5,AotException,1,1,0,21,1,0
JTALKER,5,UnableToAnalyzeException,0,0,0,21,1,0
JTALKER,5,Grammemas,0,0,0,206,1,0
JTALKER,5,Boot,0,0,0,33,0.5,1
JTALKER,5,AotResultSetExtractor,5,0,0,52,1,1
JTALKER,5,TextParser,1,0,1,61,0.3333333333,2
JTALKER,5,LemmataObj,1,0,1,82,1,11
JTALKER,5,SyntacticAnalyzer,3,0,0,15,0,1
JTALKER,5,JTalkerException,0,0,0,20,1,0
JTALKER,5,MorphologyAnalyzerQueue,3,1,1,21,1,2
JTALKER,5,SyntacticAnalyzerPerformanceTest,6,0,1,50,1,1
JTALKER,5,AotDBDao,4,1,1,153,0.75,3
JTALKER,5,AotMorphologyAnalyzer,6,1,1,91,0.3333333333,5
JTALKER,5,SyntacticAnalysis,2,0,1,38,0.8,4
JTALKER,5,FlexiaObj,1,0,1,81,1,11
JTALKER,5,PredicateException,0,0,0,25,0,0
JTALKER,5,Sentence,1,0,2,118,0.75,7
JTALKER,5,Predicate,1,0,0,27,0,3
JTALKER,5,MorphologyAnalyzer,2,0,0,15,0,1
JTALKER,5,TextAnalyzer,1,0,1,14,1,2
JTALKER,5,MorphologyAnalyzerPerformanceTest,4,0,1,68,1,1
JTALKER,5,AncodeObj,1,0,1,53,1,7
JTALKER,5,AotHeuristicAnalizerTest,4,0,1,63,1,1
JTALKER,5,DictImporter,0,0,1,192,0.8571428571,6
JTALKER,5,MorphologyAnalysis,2,0,1,194,0.9090909091,21
JTALKER,5,TextParserTest,2,0,0,23,1,1
JTALKER,5,AotSyntacticAnalyzer,9,1,1,152,0.6,4
KEYGEN-APP,5,DefaultPubKey,2,1,0,15,0.5,1
KEYGEN-APP,5,Certificate,2,0,0,123,0,13
KEYGEN-APP,5,DefaultCertSerialisation,2,1,0,37,0.6,4
KEYGEN-APP,5,BouncyKeygenService,7,1,2,336,0.5714285714,6
KEYGEN-APP,5,DefaultCertificate,5,1,2,262,0.875,15
KEYGEN-APP,5,DefaultRSAPubKeyTest,1,0,0,29,0.8,4
KEYGEN-APP,5,CertSerialisation,0,0,0,38,0,5
KEYGEN-APP,5,KeygenService,1,0,0,56,0,3
KEYGEN-APP,5,RSAPubKey,1,1,0,19,0,2
KEYGEN-APP,5,CertificateServiceTest,6,0,1,161,0.4,4
KEYGEN-APP,5,DERSerialisation,2,2,1,32,0.6666666667,2
KEYGEN-APP,5,PEMSerialisation,3,2,1,42,0.6666666667,2
KEYGEN-APP,5,StaticKeygenService,3,1,1,51,0.25,3
KEYGEN-APP,5,MiniCaServlet,3,0,1,60,0.75,3
KEYGEN-APP,5,KeygenException,0,0,0,15,0,0
KEYGEN-APP,5,PubKey,0,0,0,17,0,1
KEYGEN-APP,5,DefaultRSAPubKey,1,2,3,52,0.8,4
SPACE-INVADERS,5,Game,9,1,1,333,0.0714285714,13
SPACE-INVADERS,5,ResourceFactory,4,0,2,108,0,4
SPACE-INVADERS,5,Java2DGameWindow,3,1,1,162,0,7
SPACE-INVADERS,5,GameWindow,1,0,0,46,0,5
SPACE-INVADERS,5,AppTest,0,0,0,32,0,2
SPACE-INVADERS,5,ShipEntity,3,1,1,57,0,2
SPACE-INVADERS,5,Entity,2,0,1,150,0.1428571429,13
SPACE-INVADERS,5,KeyHandler,1,0,0,52,0,3
SPACE-INVADERS,5,SystemTimer,0,0,1,42,0,2
SPACE-INVADERS,5,Java2DSpriteStore,3,0,2,87,0,3
SPACE-INVADERS,5,Keyboard,1,0,1,99,0,4
SPACE-INVADERS,5,AlienEntity,4,1,1,105,0,3
SPACE-INVADERS,5,Sprite,0,0,0,33,0,3
SPACE-INVADERS,5,SpaceInvadersEE,8,2,1,149,0.8333333333,11
SPACE-INVADERS,5,GameWindowCallback,0,0,0,24,0,3
SPACE-INVADERS,5,ShotEntity,3,1,1,69,0,2
SPACE-INVADERS,5,Java2DSprite,2,1,1,54,0,3
QUANTOM-DRIVE,5,MutableMatrix,1,0,0,101,0,15
QUANTOM-DRIVE,5,Vector3,2,0,0,34,0,6
QUANTOM-DRIVE,5,Vector,0,0,0,144,0,21
QUANTOM-DRIVE,5,ImmutableMatrix,1,0,0,4,0,0
QUANTOM-DRIVE,5,ImmutableMatrix2,3,1,0,9,0,0
QUANTOM-DRIVE,5,ImmutableVector3,3,1,0,9,0,0
QUANTOM-DRIVE,5,ImmutableMatrix3,3,1,0,9,0,0
QUANTOM-DRIVE,5,ImmutableVector2,3,1,0,9,0,0
QUANTOM-DRIVE,5,MutableVector,1,0,0,97,0,16
QUANTOM-DRIVE,5,VectorUtil,4,0,0,67,0,6
QUANTOM-DRIVE,5,Immutability,0,0,0,11,0,1
QUANTOM-DRIVE,5,ImmutableVector,1,0,0,4,0,0
QUANTOM-DRIVE,5,Vector2,2,0,0,24,0,4
QUANTOM-DRIVE,5,Mutability,0,0,0,10,0,1
QUANTOM-DRIVE,5,MatrixUtil,4,0,0,100,0,6
QUANTOM-DRIVE,5,Matrix2,4,0,0,44,0,8
QUANTOM-DRIVE,5,MutableMatrix3,3,1,0,98,0,18
QUANTOM-DRIVE,5,MutableVector3,3,1,0,45,0,6
QUANTOM-DRIVE,5,MutableVector2,3,1,0,33,0,4
QUANTOM-DRIVE,5,Matrix3,4,0,0,94,0,18
QUANTOM-DRIVE,5,Constants,0,0,0,8,0,0
QUANTOM-DRIVE,5,Matrix,0,0,0,165,0,23
QUANTOM-DRIVE,5,Application,0,0,0,8,0.5,1
QUANTOM-DRIVE,5,MutableMatrix2,3,1,0,48,0,8
ARCADIA,5,CrossWall,3,2,0,12,1,1
ARCADIA,5,TopRightWall,3,2,0,13,1,1
ARCADIA,5,Widget,1,0,0,17,0.875,7
ARCADIA,5,WorldMap,0,0,0,3,1,0
ARCADIA,5,TTopWall,3,2,0,12,1,1
ARCADIA,5,HorizontalWall,3,2,0,13,1,1
ARCADIA,5,TownInfoView,9,0,2,94,1,5
