Project,Segment,ClassName,CBO,DIT,ILCOM,LOC,LOD,NOM
OPEN-COMM,7,drawable,0,0,0,8,1,0
OPEN-COMM,7,attr,0,0,0,2,1,0
OPEN-COMM,7,R,0,0,0,19,1,0
OPEN-COMM,7,Main,1,0,0,13,0.5,1
OPEN-COMM,7,AuthorizationHeader,3,2,0,23,0,0
OPEN-COMM,7,string,0,0,0,9,1,0
OPEN-COMM,7,layout,0,0,0,3,1,0
OPEN-COMM,7,AllowEventsHeader,3,2,0,29,0,3
OPEN-COMM,7,id,0,0,0,5,1,0
OPEN-COMM,7,drawable,0,0,0,8,1,0
OPEN-COMM,7,attr,0,0,0,2,1,0
OPEN-COMM,7,R,0,0,0,29,1,0
OPEN-COMM,7,SipInterface,6,1,2,134,0,6
OPEN-COMM,7,ToHeader,5,4,0,44,0,0
OPEN-COMM,7,MethodIdentifier,1,1,0,14,0,0
OPEN-COMM,7,UnsupportedHeader,3,2,0,10,0,0
OPEN-COMM,7,TcpServer,3,0,1,131,0,5
OPEN-COMM,7,DialogIdentifier,1,1,0,14,0,0
OPEN-COMM,7,ReferToHeader,5,3,0,20,0,0
OPEN-COMM,7,KeepAliveUdp,3,0,1,142,0,11
OPEN-COMM,7,Transport,2,0,0,17,0,4
OPEN-COMM,7,DrawView,3,0,1,39,1,1
OPEN-COMM,7,JingleIQPacket.java,0,0,0,254,1,20
OPEN-COMM,7,EventHeader,4,2,1,43,0,3
OPEN-COMM,7,TransactionIdentifier,2,1,0,28,0,0
OPEN-COMM,7,SipProviderExceptionListener,1,0,0,7,0.5,1
OPEN-COMM,7,AllowHeader,3,2,0,28,0,3
OPEN-COMM,7,ColorBall,1,0,0,78,1,8
OPEN-COMM,7,Main,2,0,0,18,0.5,1
OPEN-COMM,7,StatusLine,0,0,1,44,0.5,5
OPEN-COMM,7,string,0,0,0,3,1,0
OPEN-COMM,7,raw,0,0,0,5,1,0
OPEN-COMM,7,OptionHeader,1,1,0,20,0,2
OPEN-COMM,7,layout,0,0,0,7,1,0
OPEN-COMM,7,TcpConnection,3,0,1,177,0,10
OPEN-COMM,7,MD5,1,1,1,566,0,7
OPEN-COMM,7,ExpiresHeader,5,2,0,68,0,3
OPEN-COMM,7,Configurable,0,0,0,8,0,1
OPEN-COMM,7,JingleIQProcess.java,0,0,0,155,1,8
OPEN-COMM,7,LogLevel,0,0,0,13,0,0
OPEN-COMM,7,ContentLengthHeader,4,1,0,25,0,2
OPEN-COMM,7,SocketAddress,1,0,1,83,0,6
OPEN-COMM,7,SipDateHeader,3,1,0,40,0,1
OPEN-COMM,7,id,0,0,0,82,1,0
OPEN-COMM,7,Random,1,0,0,85,0,9
OPEN-COMM,7,SubscriptionStateHeader,4,2,1,81,0,10
OPEN-COMM,7,PayLoadType,0,0,0,122,1,13
OPEN-COMM,7,HashSet,1,0,0,35,0.8571428571,6
OPEN-COMM,7,ExceptionPrinter,0,0,0,18,0,1
OPEN-COMM,7,InnerTimerListener,0,0,0,5,0,1
OPEN-COMM,7,AlertInfoHeader,3,2,0,34,0,2
OPEN-COMM,7,UdpProvider,3,0,1,180,0,11
OPEN-COMM,7,UdpProviderListener,2,0,0,10,0,2
OPEN-COMM,7,CallIdHeader,3,1,0,37,0,2
OPEN-COMM,7,drawable,0,0,0,43,1,0
OPEN-COMM,7,attr,0,0,0,2,1,0
OPEN-COMM,7,R,0,0,0,144,1,0
OPEN-COMM,7,ServerHeader,2,1,0,20,0,2
OPEN-COMM,7,SessionHandler.java,0,0,0,78,1,2
OPEN-COMM,7,RequestLine,1,0,1,53,0.5,5
OPEN-COMM,7,RotatingLog,1,1,1,113,0,5
OPEN-COMM,7,IpAddress,0,0,0,96,0,7
OPEN-COMM,7,Configure,2,0,0,86,0,4
OPEN-COMM,7,Configure,1,0,1,86,0,4
OPEN-COMM,7,AuthenticationInfoHeader,5,2,0,95,0,4
OPEN-COMM,7,InnerTimerST,1,0,1,22,0.5,1
OPEN-COMM,7,DateHeader,3,2,0,18,0,0
OPEN-COMM,7,ProxyRequireHeader,3,2,0,10,0,0
OPEN-COMM,7,OSNetworkSystem,0,0,3,705,1,95
OPEN-COMM,7,JingleIQProvider.java,0,0,0,72,1,1
OPEN-COMM,7,WwwAuthenticateHeader,3,2,0,23,0,0
OPEN-COMM,7,CallStateMachine,0,0,0,52,1,8
OPEN-COMM,7,RtpSocket,1,0,1,58,0,4
OPEN-COMM,7,ExtendedInviteDialogListener,4,1,0,44,0,5
OPEN-COMM,7,XMPPInviteDialog.java,0,0,0,50,1,3
OPEN-COMM,7,SimpleDigest,1,1,1,112,0,6
OPEN-COMM,7,NotifierDialogListener,3,0,0,26,0,4
OPEN-COMM,7,TimerListener,1,0,0,5,0,1
OPEN-COMM,7,MD5OTP,3,0,0,171,0.0833333333,11
OPEN-COMM,7,TimerListener,1,0,0,5,0,1
OPEN-COMM,7,RotatingLog,2,1,0,113,0,5
OPEN-COMM,7,InnerTimerListener,0,0,0,5,0,1
OPEN-COMM,7,XMPPClientSettings.java,0,0,0,101,1,4
OPEN-COMM,7,testsender,7,0,1,180,1,5
OPEN-COMM,7,MessageDigest,1,0,0,54,0,7
OPEN-COMM,7,DateFormat,1,0,0,160,0,4
OPEN-COMM,7,PlainDatagramSocketImpl,1,0,1,385,0.8636363636,21
OPEN-COMM,7,UdpRelayListener,1,0,0,11,0,2
OPEN-COMM,7,Clip,0,0,0,3,1,0
OPEN-COMM,7,NotifierDialog,20,2,1,378,0.0322580645,30
OPEN-COMM,7,testreciever,3,0,1,146,1,5
OPEN-COMM,7,TestXMPPClient.java,0,0,0,281,0.8181818182,10
OPEN-COMM,7,Mixer,4,0,0,129,0,5
OPEN-COMM,7,PlainDatagramSocketImpl,2,0,0,385,0.8636363636,21
OPEN-COMM,7,SipProvider,34,1,1,1338,0,56
OPEN-COMM,7,XMPPRoomCreateDialog.java,0,0,0,78,1,4
OPEN-COMM,7,Sipdroid,23,1,2,1064,0.6111111111,17
OPEN-COMM,7,client,7,0,1,213,1,5
OPEN-COMM,7,JAudioLauncher,7,1,3,239,0.4,9
OPEN-COMM,7,Wait,0,0,0,12,1,1
OPEN-COMM,7,InvitationReceivedDialog.java,0,0,0,181,1,6
OPEN-COMM,7,PayLoadType,0,0,1,122,1,13
OPEN-COMM,7,ToneInputStream,0,0,2,153,0,11
OPEN-COMM,7,SipStack,6,1,1,321,0,6
OPEN-COMM,7,ConnectionIdentifier,3,1,0,33,0,1
OPEN-COMM,7,SipProviderListener,2,0,0,8,0,1
OPEN-COMM,7,ConnectedTransport,3,1,0,17,0,4
OPEN-COMM,7,JingleIQProvider,3,0,0,61,1,1
OPEN-COMM,7,MUCBuddy.java,0,0,0,204,1,5
OPEN-COMM,7,RtpStreamSender,2,0,1,259,0,6
OPEN-COMM,7,LineListener,0,0,0,3,1,0
OPEN-COMM,7,JingleIQProcess,3,0,1,94,1,6
OPEN-COMM,7,MessageFactory,13,1,0,119,0,7
OPEN-COMM,7,MD5,2,1,0,566,0,7
OPEN-COMM,7,AssertException,0,0,0,15,0,0
OPEN-COMM,7,RegisterAgent,27,1,1,463,0.1052631579,18
OPEN-COMM,7,OSNetworkSystem,1,0,0,705,1,95
OPEN-COMM,7,SplitterLine,0,0,0,96,0,7
OPEN-COMM,7,InnerTimerST,2,0,0,22,0.5,1
OPEN-COMM,7,ContentElementType,3,1,1,125,0.8666666667,14
OPEN-COMM,7,InviteDialog,34,2,1,928,0.0476190476,41
OPEN-COMM,7,Archive,0,0,0,108,0,3
OPEN-COMM,7,RtpSocket,3,0,0,63,0,4
OPEN-COMM,7,BaseElementType,0,0,1,48,0.25,3
OPEN-COMM,7,BaseSipResponses,0,0,1,106,0.3333333333,2
OPEN-COMM,7,Iterator,1,0,0,28,0.75,3
OPEN-COMM,7,SupportedPayloadType,0,0,0,13,0,0
OPEN-COMM,7,UdpStreamReceiver,2,0,1,130,0,5
OPEN-COMM,7,SipdroidSocket,3,0,0,56,1,7
OPEN-COMM,7,SipMethods,1,1,0,66,0,6
OPEN-COMM,7,Random,1,0,0,85,0,9
OPEN-COMM,7,TransportCandidate,0,0,1,229,1,25
OPEN-COMM,7,PayloadElementType,1,1,1,122,0.8181818182,10
OPEN-COMM,7,InnerTimer,2,0,0,24,0.5,1
OPEN-COMM,7,RtpStreamReceiver,3,0,1,165,0.375,7
OPEN-COMM,7,ExtendedPipedInputStream,0,0,0,59,0,2
OPEN-COMM,7,Message,10,1,0,200,0,26
OPEN-COMM,7,ExtendedPipedOutputStream,0,0,0,35,0,0
OPEN-COMM,7,Dialog,16,1,1,282,0.0588235294,16
OPEN-COMM,7,BaseSipMethods,0,0,0,81,0,9
OPEN-COMM,7,SubscriberDialogListener,3,0,0,28,0,5
OPEN-COMM,7,JingleIQPacket,2,0,3,212,1,16
OPEN-COMM,7,RtpPacket,2,0,0,293,0,36
OPEN-COMM,7,Base64,1,0,0,146,0.25,3
OPEN-COMM,7,CallStateMachine,0,0,1,41,1,7
OPEN-COMM,7,client,4,0,1,217,1,5
OPEN-COMM,7,string,0,0,0,4,1,0
OPEN-COMM,7,layout,0,0,0,4,1,0
OPEN-COMM,7,id,0,0,0,11,1,0
OPEN-COMM,7,G711,0,0,3,225,0.125,7
OPEN-COMM,7,DialogInfo,1,0,6,179,0.0434782609,22
OPEN-COMM,7,drawable,0,0,0,23,1,0
OPEN-COMM,7,attr,0,0,0,2,1,0
OPEN-COMM,7,R,0,0,0,46,1,0
OPEN-COMM,7,Login,3,0,0,71,0,1
OPEN-COMM,7,Log,3,0,0,218,0,10
OPEN-COMM,7,Configurable,0,0,0,8,0,1
OPEN-COMM,7,UdpStreamSender,2,0,1,190,0,5
OPEN-COMM,7,MediaLauncher,0,0,0,9,0,2
OPEN-COMM,7,JingleIQProcess,8,0,0,175,1,8
OPEN-COMM,7,ImageAdapter,2,0,0,50,1,4
OPEN-COMM,7,ImageToggleButton,0,0,0,18,1,1
OPEN-COMM,7,string,0,0,0,4,1,0
OPEN-COMM,7,AttributeActionValues,0,0,0,24,0,0
OPEN-COMM,7,layout,0,0,0,8,1,0
OPEN-COMM,7,SimpleDigest,2,1,0,112,0,6
OPEN-COMM,7,id,0,0,0,21,1,0
OPEN-COMM,7,drawable,0,0,0,3,1,0
OPEN-COMM,7,attr,0,0,0,2,1,0
OPEN-COMM,7,R,0,0,0,40,1,0
OPEN-COMM,7,BaseMessageOtp,9,1,1,449,0,37
OPEN-COMM,7,ExtendedInviteDialog,22,3,1,294,0,14
OPEN-COMM,7,Random,0,0,0,85,0,9
OPEN-COMM,7,RtpStreamTranslator,3,0,1,239,0.2222222222,8
OPEN-COMM,7,JingleIQPacket,3,0,1,272,0.875,23
OPEN-COMM,7,Wait,0,0,0,12,1,1
OPEN-COMM,7,DateFormat,1,0,0,160,0,4
OPEN-COMM,7,UserAgent,24,3,1,1008,0.0833333333,59
OPEN-COMM,7,InviteDialogListener,4,0,0,88,0,18
OPEN-COMM,7,MixerLine,1,0,0,141,0,11
OPEN-COMM,7,Timer,5,1,0,105,0.1428571429,6
OPEN-COMM,7,DescriptionElementType,2,1,1,78,0.8888888889,8
WROX-PIX-WEB,7,PictureFileRepositoryTest,4,0,1,52,1,4
WROX-PIX-WEB,7,Affiliate,1,1,3,79,0.1428571429,6
WROX-PIX-WEB,7,PixFlowTest,2,0,0,58,1,4
WROX-PIX-WEB,7,OfficeAlbum,1,1,0,12,1,0
WROX-PIX-WEB,7,Albums2Controller,2,0,1,60,0.3333333333,2
WROX-PIX-WEB,7,SOAPClientAuthenticationHandler,0,0,1,68,1,6
WROX-PIX-WEB,7,XWebEmailValidation,0,0,0,9,1,1
WROX-PIX-WEB,7,UserValidator,1,0,0,18,1,2
WROX-PIX-WEB,7,PictureFileRepository,5,1,1,169,1,10
WROX-PIX-WEB,7,AlbumJpaRepositoryTest,3,0,1,45,1,6
WROX-PIX-WEB,7,EmailWebserviceClient,0,0,2,55,1,3
WROX-PIX-WEB,7,renderMergedOutputModel,2,0,1,28,1,1
WROX-PIX-WEB,7,AlbumsController,2,0,1,60,0.3333333333,2
WROX-PIX-WEB,7,AlbumDaoTest,4,0,0,18,1,1
WROX-PIX-WEB,7,AffiliateManagmentWebServiceTest,4,0,1,115,1,7
WROX-PIX-WEB,7,PictureMultiActionController,0,0,0,27,1,4
WROX-PIX-WEB,7,AlbumJpaRepository,4,1,0,70,1,8
WROX-PIX-WEB,7,PictureUpload,1,0,2,33,1,6
WROX-PIX-WEB,7,AlbumSpringDaoTest,4,0,1,25,1,1
WROX-PIX-WEB,7,ImageUploadValidator,1,0,0,11,1,2
WROX-PIX-WEB,7,Album,2,0,2,210,0.45,19
WROX-PIX-WEB,7,AlbumRepository,3,0,0,17,1,7
WROX-PIX-WEB,7,PixUserValidator,1,0,0,15,1,2
WROX-PIX-WEB,7,AbstractAlbumDAO,0,0,0,3,1,0
WROX-PIX-WEB,7,UserRowMapper,1,0,0,12,1,1
WROX-PIX-WEB,7,PictureActionController,0,0,1,57,1,5
WROX-PIX-WEB,7,PersonalAlbum,1,1,0,13,1,0
WROX-PIX-WEB,7,UserJpaRepository,3,1,0,22,1,3
WROX-PIX-WEB,7,MyCssController,1,0,1,17,1,2
WROX-PIX-WEB,7,RotateImageTest,0,0,0,118,0.6666666667,2
WROX-PIX-WEB,7,PhotoAppSoapAuthenticationHandler,0,0,1,72,1,4
WROX-PIX-WEB,7,PictureController,4,0,2,44,1,5
WROX-PIX-WEB,7,AlbumSpringDao,4,0,1,142,1,7
WROX-PIX-WEB,7,AlbumCreationAction,4,0,3,106,0.9,9
WROX-PIX-WEB,7,JPAPersistenceTest,0,0,1,42,1,1
WROX-PIX-WEB,7,OverviewController,1,0,1,17,1,2
WROX-PIX-WEB,7,UserRowMapper,1,0,0,12,1,1
WROX-PIX-WEB,7,AlbumTest,2,0,1,37,1,2
WROX-PIX-WEB,7,AffiliateManagmentServiceImpl,4,1,1,68,1,8
WROX-PIX-WEB,7,Picture,2,0,5,175,0.7142857143,20
WROX-PIX-WEB,7,LoginAction,2,0,1,57,1,2
WROX-PIX-WEB,7,AffiliateManagmentService,2,0,0,29,1,6
WROX-PIX-WEB,7,Hit,0,0,2,38,1,4
WROX-PIX-WEB,7,ImageUpload,1,1,0,24,1,0
WROX-PIX-WEB,7,PictureUploadController,5,0,2,107,0.875,7
WROX-PIX-WEB,7,AlbumSpringJDBCDao,4,0,1,132,1,5
WROX-PIX-WEB,7,PictureServiceExecuter,0,0,1,24,1,1
WROX-PIX-WEB,7,PixUserTest,2,0,1,69,1,4
WROX-PIX-WEB,7,PicturePrintService,1,0,0,10,1,1
WROX-PIX-WEB,7,RegistrationAction,2,0,1,97,1,7
WROX-PIX-WEB,7,AlbumPicturesController,3,0,1,60,1,5
WROX-PIX-WEB,7,PixPicturePrintRequest,0,0,7,89,1,14
WROX-PIX-WEB,7,AlbumRepositoryJS,2,0,1,26,0.6666666667,2
WROX-PIX-WEB,7,LazyLoadTest,4,0,3,164,1,10
WROX-PIX-WEB,7,PicturesPdfView,2,0,0,16,1,1
WROX-PIX-WEB,7,AlbumsAction,3,0,1,47,0.8333333333,5
WROX-PIX-WEB,7,UserRepository,1,0,0,9,1,3
WROX-PIX-WEB,7,PixUser,2,0,3,212,0.3157894737,18
WROX-PIX-WEB,7,PictureRepository,3,0,0,15,1,4
WROX-PIX-WEB,7,AlbumDao,3,0,0,141,1,2
WROX-PIX-WEB,7,CssView,0,0,1,19,1,2
WROX-PIX-WEB,7,JMSSampleClient,1,0,1,60,0.6666666667,2
WROX-PIX-WEB,7,UserJpaRepositoryTest,3,0,2,61,1,7
WROX-PIX-WEB,7,Comment,0,0,1,77,0.2857142857,6
WROX-PIX-WEB,7,PixJMSServiceClient,1,0,0,27,1,1
WROX-PIX-WEB,7,CreateAlbumController,3,0,2,51,1,6
WROX-PIX-WEB,7,HolidayAlbum,1,1,0,13,1,0
WROX-PIX-WEB,7,ImageUploadAction,7,0,2,106,0.9333333333,14
WROX-PIX-WEB,7,MockUserRepository,2,1,0,18,1,3
WROX-PIX-WEB,7,AlbumValidator,1,0,0,14,1,2
HBQL,7,AnnotatedExample,2,0,0,15,1,0
HBQL,7,ObjectAllTypes,0,0,0,15,1,0
HBQL,7,SelectElement,8,0,0,34,1,15
HBQL,7,TableMapping,21,1,8,308,1,32
HBQL,7,LocalThreadPoolExecutor,2,0,1,43,1,6
HBQL,7,AsyncExecutorImpl,5,1,7,128,1,11
HBQL,7,KeyInfo,2,3,1,17,1,2
HBQL,7,ParseTest,4,1,0,74,1,5
HBQL,7,Value,0,0,1,12,1,1
HBQL,7,EnvVars,1,0,1,14,1,2
HBQL,7,HTableWrapper,0,0,0,23,1,3
HBQL,7,SimpleObject,0,0,1,16,1,1
HBQL,7,ObjectEvalsTest,10,0,0,98,1,1
HBQL,7,KeyRangeArgs,6,0,2,58,1,7
HBQL,7,InvalidServerFilterException,1,1,0,10,1,0
HBQL,7,InvalidIndexExpressionException,1,1,0,10,1,0
HBQL,7,MappingTest,5,1,0,53,1,1
HBQL,7,InsertValueSource,5,0,1,32,1,12
HBQL,7,GenericFunction,10,2,1,199,1,10
HBQL,7,QueryFutureImpl,2,1,4,56,1,12
HBQL,7,doQuery,2,0,1,19,1,2
HBQL,7,VersionArgs,5,3,0,35,1,4
HBQL,7,ResultExecutorResultSet,5,0,0,120,1,2
HBQL,7,SingleRowInsertSource,10,1,2,99,1,11
HBQL,7,ResultAccessor,7,0,1,47,1,9
HBQL,7,AggregateValue,5,1,2,41,1,7
HBQL,7,AggregateTest,10,1,1,167,1,6
HBQL,7,TestObject,7,0,1,76,1,2
HBQL,7,AnnotationExample,7,0,0,117,1,1
HBQL,7,CompressionTypeProperty,2,3,1,19,1,1
HBQL,7,ScannerCacheArgs,5,3,0,19,1,3
HBQL,7,TimestampArgs,5,3,1,58,1,6
HBQL,7,MappingContext,6,0,3,73,1,9
HBQL,7,RawRecordFilter,6,0,0,38,1,1
HBQL,7,NumberFunction,11,3,0,208,1,3
HBQL,7,ColumnWidth,6,2,2,34,1,4
HBQL,7,CurrentValueAnnotationAttrib,3,2,1,45,1,5
HBQL,7,StringFunction,10,3,0,66,1,1
HBQL,7,BasicTest,4,1,1,156,1,7
HBQL,7,HRecordAttrib,12,1,1,144,1,17
HBQL,7,NullValuesTest,10,1,1,231,1,7
HBQL,7,KeyRange,22,3,1,241,1,17
HBQL,7,RecordFilter,15,1,1,210,1,17
HBQL,7,DateFunction,12,3,3,157,1,5
HBQL,7,Mapping,7,0,8,140,1,18
HBQL,7,InstrumentedFilter,0,0,0,6,1,2
HBQL,7,LimitArgs,5,3,0,14,1,2
HBQL,7,StringComparable,7,0,0,35,1,3
HBQL,7,DefaultArg,5,2,2,45,1,4
HBQL,7,FamilyMapping,3,0,3,41,1,4
HBQL,7,StringCompare,12,3,0,97,1,3
HBQL,7,TestSupport,16,0,0,281,1,41
HBQL,7,SingleColumnValueFilter,1,1,2,238,0.6666666667,14
HBQL,7,FieldAttrib,5,1,1,135,1,19
HBQL,7,DelegateCompare,20,3,1,49,1,5
HBQL,7,GenericComparable,6,0,2,36,1,6
HBQL,7,TestObject,1,0,1,13,1,1
HBQL,7,TableTest,4,1,0,77,1,2
HBQL,7,PageFilter,1,1,1,106,0.9090909091,10
HBQL,7,RecordAllTypes,7,0,1,276,1,4
HBQL,7,FamilyDefinition,7,0,3,105,1,6
HBQL,7,GenericCompare,12,2,1,106,1,6
HBQL,7,HRecordResultAccessor,9,1,0,45,1,5
HBQL,7,ExecutorProperty,5,2,0,40,1,2
HBQL,7,DoubleComparable,7,0,0,43,1,3
HBQL,7,SelectFamilyAttrib,4,1,0,62,1,13
HBQL,7,DeleteTest,7,1,2,107,1,4
HBQL,7,LongComparable,7,0,0,43,1,3
HBQL,7,NumberComparable,5,0,1,21,1,3
HBQL,7,QueryExecutorPoolDefinition,6,0,3,127,1,11
HBQL,7,WithArgs,24,0,11,461,1,40
HBQL,7,AsyncExecutorDefinition,6,0,3,88,1,8
HBQL,7,HResultSet,0,0,0,4,1,1
HBQL,7,NumberCompare,14,3,0,211,1,3
HBQL,7,THBaseIndexTest,9,1,2,376,1,31
HBQL,7,SelectStatementArgs,3,2,0,34,1,0
HBQL,7,InsertWithSelectTest,11,1,1,176,1,7
HBQL,7,HConnectionPoolManager,5,0,2,69,1,8
HBQL,7,AnnotationResultAccessor,15,1,3,176,1,16
HBQL,7,DateComparable,7,0,0,36,1,3
HBQL,7,WithExpressionsTest,2,1,0,49,1,7
HBQL,7,BloomFilterTypeProperty,2,3,1,19,1,1
HBQL,7,HStatement,6,0,0,26,1,11
HBQL,7,ParameterBinding,4,0,1,22,1,4
HBQL,7,SelectValuesInsertSource,16,1,3,98,1,15
HBQL,7,DateCompare,12,3,0,99,1,3
HBQL,7,ExecutionResults,0,0,4,48,1,7
HBQL,7,EvalStatement,7,2,1,31,1,3
HBQL,7,AsyncExecutorManager,5,0,1,55,1,6
HBQL,7,BooleanComparable,7,0,0,35,1,3
HBQL,7,ObjectQueryImpl,12,1,2,88,1,10
HBQL,7,AddFamilyAction,4,1,1,25,1,2
HBQL,7,ReflectionAttrib,3,2,0,10,1,1
HBQL,7,Util,1,0,0,44,1,3
HBQL,7,StatementWithParameters,5,3,1,20,1,5
HBQL,7,HBqlException,0,0,0,18,1,0
HBQL,7,HMapping,2,0,0,16,1,7
HBQL,7,ShowTablesStatement,5,2,0,28,1,2
HBQL,7,HConnectionPool,2,0,0,8,1,3
HBQL,7,ReflectionMapping,5,1,1,50,1,4
HBQL,7,UnMappedValueMap,3,0,0,10,1,1
HBQL,7,BooleanCompare,15,3,0,132,1,3
HBQL,7,QueryExecutorPool,0,0,0,20,1,9
HBQL,7,ReflectionResultAccessor,8,1,0,26,1,4
HBQL,7,ObjectQueryListenerAdapter,1,0,0,11,1,3
HBQL,7,ObjectQueryManager,1,0,0,6,1,1
HBQL,7,QueryExecutorPoolManager,5,0,1,64,1,6
HBQL,7,ObjectQuery,3,0,0,14,1,6
HBQL,7,ByteComparable,7,0,0,35,1,3
HBQL,7,ImportStatement,13,2,1,102,1,6
HBQL,7,HRecord,1,0,0,18,1,8
HBQL,7,ObjectQueryPredicate,8,1,1,53,1,5
HBQL,7,QueryFuture,1,0,0,18,1,8
HBQL,7,CreateAsyncExecutorStatement,8,2,1,31,1,3
HBQL,7,ByteCompare,12,3,0,97,1,3
HBQL,7,HadoopSerialization,3,1,1,398,1,6
HBQL,7,ObjectQueryListener,0,0,0,8,1,3
HBQL,7,StringCaseWhen,8,2,0,12,1,1
HBQL,7,NamedParameters,4,0,2,50,1,6
HBQL,7,ObjectResultSet,5,0,4,88,1,6
HBQL,7,BooleanCase,9,2,0,12,1,1
HBQL,7,NumberCase,9,2,0,12,1,1
HBQL,7,Serialization,6,0,1,103,1,15
HBQL,7,HBatch,15,0,2,132,1,9
HBQL,7,InsertTest,13,1,1,574,1,18
HBQL,7,DescribeTableStatement,4,3,0,48,1,2
HBQL,7,BooleanCaseWhen,8,2,0,12,1,1
HBQL,7,NonConnectionStatement,3,1,0,4,1,1
HBQL,7,GenericCaseElse,8,0,0,16,1,2
HBQL,7,QueryListenerAdapter,2,0,0,15,1,4
HBQL,7,VersionStatement,4,2,0,21,1,2
HBQL,7,QueryListener,2,0,0,14,1,4
HBQL,7,HConnectionManager,3,0,1,20,1,4
HBQL,7,DescribeIndexForTableStatement,5,3,1,58,1,4
HBQL,7,DelegateCase,20,1,0,52,1,5
HBQL,7,TableStatement,3,2,1,13,1,1
HBQL,7,HConnection,8,0,0,77,1,33
HBQL,7,RecordAllTypesTest,11,1,1,143,1,6
HBQL,7,StatementWithMapping,4,2,1,16,1,1
HBQL,7,DateCase,9,2,0,12,1,1
HBQL,7,DropAsyncExecutorStatement,7,2,1,31,1,3
HBQL,7,HPreparedStatement,5,1,0,20,1,9
HBQL,7,AsyncExecutor,0,0,0,10,1,4
HBQL,7,StringCase,9,2,0,12,1,1
HBQL,7,ConnectionStatement,4,1,0,4,1,1
HBQL,7,JavaSerialization,3,1,0,316,1,4
HBQL,7,PreparedStatementImpl,9,1,1,257,1,58
HBQL,7,ShowQueryExecutorPoolsStatement,7,2,0,29,1,2
HBQL,7,GenericCaseWhen,8,0,0,24,1,3
HBQL,7,PredicateTest,7,1,1,77,1,4
HBQL,7,IO,2,0,1,7,1,1
HBQL,7,SingleColumnIndex,2,0,0,21,1,1
HBQL,7,NumberCaseWhen,8,2,0,12,1,1
HBQL,7,DropIndexForTableStatement,6,3,1,24,1,3
HBQL,7,BatchAction,1,0,0,4,1,1
HBQL,7,RowIdImpl,0,0,1,28,1,5
HBQL,7,DateCaseWhen,8,2,0,12,1,1
HBQL,7,DropFamilyAction,3,1,1,24,1,2
HBQL,7,ResultExecutor,2,0,0,22,1,2
HBQL,7,Console,10,0,2,133,1,5
HBQL,7,BooleanCaseElse,8,2,0,12,1,1
HBQL,7,AlterTableStatement,7,2,2,33,1,3
HBQL,7,ValueMap,4,1,1,35,1,4
HBQL,7,FloatColumn,8,2,0,15,1,1
HBQL,7,ConnectionPoolTest,10,1,2,147,1,4
HBQL,7,DelegateCaseElse,17,1,0,36,1,3
HBQL,7,StringColumn,8,0,0,15,1,1
HBQL,7,ElementMap,5,0,1,50,1,5
HBQL,7,ObjectColumn,9,2,0,15,1,1
HBQL,7,NonExecutorResultSet,6,0,1,42,1,3
HBQL,7,GenericCase,9,0,2,64,1,6
HBQL,7,CharColumn,8,2,0,15,1,1
HBQL,7,SelectStatement,13,4,6,164,1,17
HBQL,7,DateCaseElse,8,2,0,12,1,1
HBQL,7,DoubleColumn,8,2,0,15,1,1
HBQL,7,StringCaseElse,8,2,0,12,1,1
HBQL,7,HPreparedStatementImpl,12,2,2,82,1,13
HBQL,7,AlterFamilyAction,4,1,2,33,1,3
HBQL,7,NumberCaseElse,8,2,0,12,1,1
HBQL,7,CompactTableStatement,5,3,1,31,1,2
HBQL,7,DelegateColumn,25,0,3,120,1,7
HBQL,7,DelegateCaseWhen,17,1,0,37,1,3
HBQL,7,DescribeIndexForMappingStatement,8,3,1,22,1,3
HBQL,7,HBqlStatement,1,0,0,4,1,1
HBQL,7,ShortColumn,8,2,0,15,1,1
HBQL,7,GenericStatement,5,0,1,34,1,4
HBQL,7,DatabaseMetaDataImpl,0,0,0,698,1,174
HBQL,7,ByteColumn,8,2,0,15,1,1
HBQL,7,Query,22,0,3,134,1,10
HBQL,7,NumericCalculation,10,2,0,86,1,2
HBQL,7,LongColumn,8,2,0,15,1,1
HBQL,7,GenericCalculation,5,0,1,23,1,2
HBQL,7,StringCalculation,9,1,0,21,1,1
HBQL,7,GenericColumn,9,1,2,84,1,17
HBQL,7,NamedParameterComparator,1,0,0,10,1,1
HBQL,7,DelegateCalculation,16,1,0,35,1,3
HBQL,7,HResultSetImpl,16,0,9,197,1,27
HBQL,7,InsertStatement,25,4,3,230,1,15
HBQL,7,DateCalculation,10,2,0,23,1,1
HBQL,7,HConnectionPoolImpl,5,1,1,35,1,4
HBQL,7,DoubleBetweenComparable,7,0,0,38,1,3
HBQL,7,WhereExpressionsTest,12,1,0,631,1,27
HBQL,7,NamedParameter,23,1,5,230,1,25
HBQL,7,LongBetweenComparable,7,0,0,38,1,3
HBQL,7,NumberBetweenComparable,2,0,1,12,1,2
HBQL,7,ElementPool,3,0,5,75,1,11
HBQL,7,CreateIndexStatement,12,3,2,112,1,5
HBQL,7,KeyColumn,8,0,0,15,1,1
HBQL,7,ShowAsyncExecutorsStatement,7,2,0,26,1,2
HBQL,7,ResultScannerExecutorResultSet,5,0,0,66,1,2
HBQL,7,NumberBetweenStmt,13,3,0,156,1,2
HBQL,7,IntegerColumn,8,2,0,15,1,1
